,username,created_at,truncated,description,following,followers,totaltweets,retweetcount,text,hashtags,user_mention,retweetScreenNames
272,kittyhundal,2022-09-20 06:01:32+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/apcuhgaT1G","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
273,Lalee41660792,2022-09-20 06:01:30+00:00,False,"There are beings in the spiritual realms for whom anxiety and fear emanating from human beings offer welcome food. 
Rudolf Steiner",866,272,240,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
274,kittyhundal,2022-09-20 05:59:27+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/9xW1M07D4n","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
275,DebDannaBoyd,2022-09-20 05:58:55+00:00,False,"Wife, Mother, Small Business Owner",117,45,3255,27,#bloodclots Found By Embalmers Could Be Linked To #vaccine #clotshot #booster And Cause Of #VaccineDeaths #DiedUnexpectedly #DiedSuddenly #sads #vaccineinjury #VaccineAdverseReaction #vaccinedamage #VaccineSideEffects #WakeUp https://t.co/iSaWPESJnf,"[{'text': 'bloodclots', 'indices': [14, 25]}, {'text': 'vaccine', 'indices': [64, 72]}, {'text': 'clotshot', 'indices': [73, 82]}, {'text': 'booster', 'indices': [83, 91]}, {'text': 'VaccineDeaths', 'indices': [105, 119]}, {'text': 'DiedUnexpectedly', 'indices': [120, 137]}]",['tsubject'],tsubject
276,kittyhundal,2022-09-20 05:58:18+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/3IwiwOak3v","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
277,Conspir44029188,2022-09-20 05:57:07+00:00,False,,127,62,4034,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
278,kittyhundal,2022-09-20 05:56:27+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/vPAHbQmHRY","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
279,kittyhundal,2022-09-20 05:55:58+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/VrsRmowecY","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
280,kittyhundal,2022-09-20 05:55:29+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood
True. I don't know of a single one https://t.co/QZcxVb97E4","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
281,raw_binhood,2022-09-20 05:54:45+00:00,False,"For freedom, individual-liberty. For bodily autonomy. Against Fascist Big Tech, medical security state.",2016,231,9861,80,"A vaccine is a drug. And as with any drug, it carries risk of adverse reaction.#Vaccineinjury needs to be discussed openly &amp; honestly. Failure to do so will erode trust in future vaccination programmes. Patients who performed there civic duty should not be abandoned or gaslighted https://t.co/862uZoGlVR","[{'text': 'Vaccineinjury', 'indices': [95, 109]}]",['fearnley_k'],fearnley_k
282,kittyhundal,2022-09-20 05:53:55+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/WWgTvNXc9q","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
283,fin_dawn,2022-09-20 05:52:49+00:00,False,"Part of the ""fringe minority"" with ""unacceptable views"".",3132,2029,28284,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates",[],['wopizza'],wopizza
284,wopizza,2022-09-20 05:49:12+00:00,False,"We refused to enforce the vaccine passport & were shut down by the govt. Voice of Jesse Johnson, freedom fighter, dissident & overall scoundrel. Do not comply!",765,11605,1749,28,"A year ago tonight I thought to myself “are these fuckers gonna make me turn away someone at my restaurant for being the same as me? No fucking way man, there’s no way I’m doing that.” #NoVaccineMandates","[{'text': 'NoVaccineMandates', 'indices': [185, 203]}]",[],
285,kittyhundal,2022-09-20 05:35:47+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/WgqhFynZ3q","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
286,kittyhundal,2022-09-20 05:35:19+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/thcglohEZc","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
287,kittyhundal,2022-09-20 05:33:56+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/E2vI6BZRpt","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
288,kittyhundal,2022-09-20 05:33:02+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/zwz0w7s5S2","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
289,kittyhundal,2022-09-20 05:31:53+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/yHgbqsQGQM","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
290,kittyhundal,2022-09-20 05:31:27+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/oQrma3xmMT","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
291,kittyhundal,2022-09-20 05:30:34+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood
Of course there's no evidence. It's a lie. https://t.co/WcCNdf7JTi","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
292,kittyhundal,2022-09-20 05:29:20+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/8BMhetv6q0","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
293,kittyhundal,2022-09-20 05:27:32+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood 
I'm not a Trump fan but that doesn't mean he's always wrong https://t.co/SSDtjrMqPR","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'TruckersForFreedom', 'indices': [153, 172]}, {'text': 'TheGreatResist', 'indices': [173, 188]}, {'text': 'Nuremberg2', 'indices': [189, 200]}, {'text': 'NoFarmsNoFood', 'indices': [201, 215]}]",['INTERPOL_HQ'],
294,DeinhardtTimea,2022-09-20 05:18:56+00:00,False,"🎗️WITHOUT TRUSTWORTHY MEDIA
DEMOCRACY IS PURE ILLUSION🎗️

I take responsibility for everything. 
Maybe you should too.
This is where I do it

RT≠ ENDORSEMENT",797,1820,145660,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/A9UEkV0Cjy","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
295,kittyhundal,2022-09-20 05:17:36+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/fy7pexPC2r","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
